Soil Type,Previous Crop,Acre of Land,Rainfall Frequency,Porosity,Recommended Crop
Chalky,Flaxseed,6,Medium,High,Barley
Chalky,Flaxseed,19,High,High,Flaxseed
Silty,Soybean,19,Low,Medium,Rice
Loamy,Wheat,13,Medium,Low,Sunflower
Clay,Barley,12,Medium,Low,Pumpkin
Silty,Peas,12,High,High,Rice
Chalky,Chickpea,8,Low,Medium,Barley
Clay,Mustard,4,Low,Medium,Maize
Sandy,Mustard,3,Low,High,Cotton
Loamy,Soybean,13,Low,Medium,Peas
Loamy,Millets,13,Medium,High,Sunflower
Peaty,Corn,10,Low,Low,Lentils
Silty,Flaxseed,8,Medium,Low,Rice
Sandy,Chickpea,12,High,Low,Cotton
Peaty,Tomato,7,Medium,High,Lentils
Silty,Corn,16,Low,High,Soybean
Chalky,Soybean,19,Low,Low,Oats
Loamy,Soybean,12,High,Medium,Peas
Sandy,Sunflower,8,Low,Low,Millets
Sandy,Wheat,6,Medium,Low,Cotton
Sandy,Soybean,17,Low,Low,Cotton
Silty,Lentils,5,Medium,Low,Tomato
Silty,Flaxseed,19,Medium,High,Tomato
Clay,Chickpea,20,High,Medium,Flaxseed
Clay,Chickpea,2,Low,High,Soybean
Silty,Chickpea,10,High,Medium,Soybean
Peaty,Peas,9,Low,Low,Lentils
Silty,Soybean,7,High,Low,Rice
Sandy,Lentils,16,High,Low,Cotton
Clay,Lentils,15,Medium,Low,Pumpkin
Silty,Sunflower,20,Medium,High,Rice
Loamy,Rice,14,Medium,Low,Sunflower
Loamy,Barley,17,Medium,High,Peas
Chalky,Rice,4,Medium,High,Barley
Loamy,Sugarcane,14,Medium,Low,Peas
Clay,Peas,6,High,Low,Potato
Clay,Corn,16,High,Medium,Pumpkin
Peaty,Tomato,9,Low,Medium,Sesame
Sandy,Rice,8,High,High,Millets
Loamy,Tomato,13,Low,High,Peas
Sandy,Sesame,8,High,High,Mustard
Loamy,Wheat,3,Medium,High,Sunflower
Peaty,Peas,14,Medium,Medium,Sesame
Sandy,Flaxseed,17,Low,Medium,Millets
Silty,Tomato,2,Low,High,Tomato
Silty,Wheat,7,Medium,Medium,Soybean
Clay,Tomato,10,Medium,High,Potato
Clay,Chickpea,15,Low,Low,Brinjal
Sandy,Peas,13,Low,High,Millets
Chalky,Rice,11,High,Low,Oats
Sandy,Millets,15,High,High,Mustard
Silty,Wheat,12,High,Medium,Tomato
Loamy,Soybean,6,Medium,Medium,Sunflower
Sandy,Lentils,19,Low,Medium,Millets
Chalky,Soybean,15,High,Medium,Barley
Sandy,Wheat,6,Medium,High,Mustard
Peaty,Tomato,6,Medium,Medium,Soybean
Silty,Lentils,20,Low,High,Rice
Chalky,Soybean,7,Medium,High,Flaxseed
Clay,Tomato,8,High,Medium,Corn
Clay,Corn,18,Medium,High,Cotton
Loamy,Wheat,8,High,Medium,Sunflower
Silty,Tomato,14,Low,High,Tomato
Loamy,Sesame,3,Low,High,Corn
Sandy,Peas,15,High,High,Millets
Peaty,Corn,18,Medium,Low,Lentils
Peaty,Corn,19,High,Low,Lentils
Silty,Lentils,14,High,Low,Rice
Sandy,Wheat,7,Low,Low,Mustard
Peaty,Sunflower,14,Medium,Low,Lentils
Silty,Peas,5,Low,High,Tomato
Chalky,Wheat,1,Medium,High,Barley
Loamy,Mustard,18,Low,Low,Sunflower
Peaty,Soybean,9,High,Low,Sesame
Loamy,Mustard,17,High,High,Corn
Peaty,Chickpea,14,High,High,Sesame
Peaty,Lentils,17,High,High,Sesame
Sandy,Barley,11,High,Medium,Mustard
Chalky,Flaxseed,6,High,Low,Flaxseed
Chalky,Soybean,3,Medium,Medium,Oats
Peaty,Sunflower,7,Medium,Medium,Sesame
Sandy,Sugarcane,13,Low,Low,Mustard
Sandy,Soybean,15,Low,High,Millets
Peaty,Soybean,6,Medium,Medium,Sesame
Clay,Lentils,8,Low,Low,Mustard
Sandy,Mustard,8,Low,Medium,Cotton
Sandy,Lentils,18,Low,Medium,Millets
Clay,Wheat,20,Low,Low,Grapes
Sandy,Barley,3,Low,High,Mustard
Peaty,Rice,11,High,Medium,Sesame
Peaty,Mustard,14,Low,High,Lentils
Clay,Mustard,1,Medium,High,Spinach
Clay,Barley,4,High,High,Oats
Silty,Barley,15,Medium,High,Soybean
Clay,Millets,17,Medium,High,Flaxseed
Chalky,Cotton,7,High,High,Barley
Silty,Wheat,15,Medium,Medium,Soybean
Silty,Soybean,2,Medium,High,Tomato
Sandy,Mustard,11,Low,Medium,Millets
Peaty,Tomato,6,Low,Low,Soybean
Peaty,Chickpea,14,Low,Medium,Sesame
Loamy,Corn,13,Low,Medium,Corn
Sandy,Mustard,10,High,High,Cotton
Clay,Sugarcane,6,Medium,Medium,Cotton
Sandy,Peas,8,High,High,Cotton
Sandy,Lentils,16,High,Medium,Millets
Silty,Wheat,10,Medium,High,Tomato
Loamy,Wheat,2,High,Low,Sunflower
Clay,Wheat,4,Medium,Medium,Apple
Chalky,Mustard,15,Medium,Low,Flaxseed
Silty,Maize,2,High,Low,Soybean
Sandy,Rice,2,Low,Low,Millets
Silty,Mustard,11,Low,High,Rice
Chalky,Barley,14,Low,Low,Oats
Chalky,Flaxseed,7,Medium,Medium,Oats
Clay,Lentils,5,Medium,Low,Spinach
Loamy,Rice,5,Low,Medium,Corn
Loamy,Sunflower,11,Medium,Low,Peas
Sandy,Chickpea,16,Medium,Medium,Mustard
Clay,Tomato,11,Medium,High,Sesame
Loamy,Lentils,16,Medium,Medium,Sunflower
Clay,Cotton,7,Medium,Low,Garlic
Clay,Millets,11,Low,High,Mustard
Silty,Tomato,9,High,Low,Tomato
Peaty,Sesame,19,High,Low,Soybean
Clay,Mustard,1,Low,High,Millets
Sandy,Barley,7,Medium,High,Millets
Chalky,Mustard,12,Low,High,Barley
Peaty,Cotton,14,Low,Medium,Soybean
Clay,Soybean,1,High,Medium,Sesame
Sandy,Corn,3,High,Medium,Millets
Loamy,Mustard,15,Low,Medium,Corn
Sandy,Sunflower,2,High,Medium,Mustard
Chalky,Corn,10,Medium,Medium,Oats
Chalky,Sugarcane,20,Medium,Medium,Oats
Sandy,Lentils,7,Medium,High,Mustard
Sandy,Mustard,12,High,Medium,Cotton
Loamy,Soybean,15,Medium,Low,Peas
Clay,Sugarcane,13,Medium,Low,Pumpkin
Clay,Soybean,13,High,Medium,Maize
Sandy,Sesame,19,Low,Medium,Mustard
Clay,Soybean,10,Medium,High,Sugarcane
Chalky,Lentils,12,Medium,High,Barley
Chalky,Soybean,18,Low,Medium,Flaxseed
Loamy,Mustard,10,Low,Low,Sunflower
Silty,Tomato,5,Medium,Medium,Soybean
Sandy,Corn,1,High,High,Millets
Silty,Maize,14,High,Medium,Soybean
Chalky,Sugarcane,7,Low,Low,Flaxseed
Chalky,Sugarcane,14,Low,Medium,Barley
Sandy,Mustard,18,High,Low,Cotton
Sandy,Flaxseed,8,High,High,Cotton
Chalky,Sugarcane,5,Medium,Medium,Flaxseed
Loamy,Flaxseed,6,High,Medium,Corn
Peaty,Corn,3,Low,High,Soybean
Clay,Soybean,10,Low,Low,Tea
Clay,Corn,4,Medium,Low,Peas
Loamy,Lentils,11,High,Medium,Corn
Silty,Rice,17,Medium,Low,Tomato
Chalky,Tomato,19,High,Low,Flaxseed
Loamy,Rice,11,Low,High,Sunflower
Sandy,Soybean,4,Low,Low,Millets
Loamy,Corn,2,Medium,Medium,Peas
Sandy,Corn,12,High,High,Millets
Loamy,Tomato,10,Medium,Low,Corn
Silty,Tomato,12,High,Medium,Soybean
Chalky,Millets,12,Low,Low,Oats
Chalky,Peas,13,Low,Medium,Flaxseed
Loamy,Sunflower,4,Medium,Medium,Sunflower
Clay,Flaxseed,18,Medium,High,Grapes
Silty,Wheat,12,Low,High,Soybean
Silty,Lentils,12,Low,Medium,Rice
Silty,Millets,6,Medium,High,Soybean
Silty,Millets,13,Medium,Medium,Tomato
Silty,Barley,7,Medium,Medium,Soybean
Clay,Mustard,8,Low,High,Maize
Sandy,Soybean,3,Medium,Medium,Cotton
Clay,Peas,9,Medium,High,Lentils
Clay,Mustard,19,Medium,Medium,Chickpea
Sandy,Lentils,10,Medium,Medium,Cotton
Silty,Mustard,20,Low,High,Rice
Peaty,Soybean,9,Medium,Medium,Sesame
Loamy,Sugarcane,1,High,High,Peas
Chalky,Peas,2,Medium,High,Oats
Loamy,Sunflower,12,Medium,High,Sunflower
Chalky,Mustard,2,Medium,Low,Oats
Clay,Tomato,7,Medium,Low,Carrot
Sandy,Barley,17,Low,High,Cotton
Silty,Sugarcane,15,Low,Low,Soybean
Peaty,Sunflower,17,Low,Low,Lentils
Chalky,Chickpea,3,Low,High,Oats
Chalky,Mustard,3,Medium,Medium,Barley
Sandy,Sesame,3,Medium,High,Cotton
Sandy,Rice,4,High,Low,Cotton
Clay,Corn,18,Low,High,Carrot
Peaty,Flaxseed,20,Medium,Low,Sesame
Chalky,Soybean,14,Medium,Low,Flaxseed
Clay,Sunflower,5,High,Medium,Orange
Silty,Flaxseed,12,Low,High,Rice
Loamy,Lentils,8,Medium,Low,Sunflower
Clay,Mustard,11,Low,High,Orange
Chalky,Sugarcane,11,Low,Low,Barley
Peaty,Flaxseed,8,Low,Medium,Lentils
Loamy,Soybean,1,Low,Low,Sunflower
Silty,Chickpea,15,Medium,Low,Soybean
Sandy,Mustard,8,Medium,Low,Mustard
Sandy,Sesame,7,Medium,Low,Millets
Peaty,Chickpea,13,Medium,Medium,Lentils
Loamy,Chickpea,12,Medium,Medium,Peas
Loamy,Peas,5,Low,Medium,Sunflower
Silty,Wheat,5,Medium,Medium,Tomato
Chalky,Barley,2,High,High,Flaxseed
Peaty,Cotton,5,Medium,High,Soybean
Peaty,Mustard,15,High,Medium,Sesame
Silty,Tomato,15,High,Medium,Tomato
Peaty,Lentils,14,High,Medium,Sesame
Clay,Lentils,9,Low,Medium,Spinach
Loamy,Tomato,12,High,Medium,Peas
Loamy,Soybean,10,High,Medium,Peas
Silty,Sesame,9,High,High,Soybean
Chalky,Wheat,19,High,Medium,Oats
Chalky,Chickpea,8,High,Low,Flaxseed
Sandy,Soybean,14,Low,Low,Mustard
Chalky,Sugarcane,14,Medium,Low,Flaxseed
Sandy,Barley,10,Low,Low,Mustard
Clay,Sunflower,18,Low,Medium,Sesame
Loamy,Soybean,16,Medium,High,Corn
Sandy,Millets,9,High,High,Cotton
Chalky,Flaxseed,16,High,Low,Flaxseed
Chalky,Corn,6,High,Low,Flaxseed
Silty,Wheat,16,Low,Medium,Tomato
Clay,Sunflower,19,Medium,Medium,Sugarcane
Silty,Cotton,8,High,Low,Soybean
Clay,Sesame,1,Medium,Medium,Onion
Clay,Flaxseed,18,Low,High,Garlic
Chalky,Chickpea,14,Medium,High,Flaxseed
Sandy,Flaxseed,12,Medium,Low,Millets
Sandy,Mustard,12,Low,Medium,Cotton
Silty,Sesame,15,Medium,Medium,Tomato
Loamy,Lentils,13,Low,Medium,Sunflower
Sandy,Sesame,15,Low,Medium,Millets
Clay,Soybean,6,Medium,High,Banana
Loamy,Tomato,19,High,Low,Corn
Chalky,Wheat,4,High,High,Flaxseed
Sandy,Lentils,4,High,Low,Mustard
Clay,Corn,11,Low,Low,Carrot
Clay,Sunflower,14,High,High,Coffee
Silty,Soybean,1,High,Medium,Tomato
Loamy,Mustard,14,High,Low,Sunflower
Peaty,Tomato,9,High,Low,Sesame
Sandy,Corn,17,High,Low,Mustard
Peaty,Soybean,4,Low,Low,Lentils
Chalky,Wheat,17,High,Medium,Barley
Silty,Barley,18,High,Medium,Soybean
Clay,Peas,20,Medium,Low,Tomato
Clay,Tomato,4,Low,Low,Lentils
Sandy,Soybean,6,Low,Low,Cotton
Sandy,Mustard,12,Medium,High,Mustard
Silty,Lentils,7,High,Low,Soybean
Loamy,Flaxseed,19,High,Medium,Sunflower
Clay,Flaxseed,20,High,Medium,Mustard
Sandy,Mustard,1,Low,Medium,Mustard
Clay,Soybean,13,Medium,Low,Lentils
Silty,Wheat,12,Low,Medium,Soybean
Sandy,Chickpea,10,Low,High,Millets
Peaty,Flaxseed,9,High,Low,Soybean
Chalky,Corn,19,Low,Medium,Barley
Loamy,Tomato,12,Low,High,Peas
Loamy,Lentils,9,High,Medium,Peas
Loamy,Lentils,5,Low,High,Corn
Sandy,Soybean,7,High,High,Mustard
Clay,Mustard,11,High,High,Chickpea
Loamy,Mustard,5,High,High,Corn
Peaty,Lentils,3,Low,Low,Soybean
Sandy,Peas,8,Medium,High,Millets
Peaty,Sunflower,12,Low,High,Soybean
Chalky,Maize,18,Low,High,Barley
Sandy,Flaxseed,2,Medium,Low,Cotton
Silty,Wheat,1,Low,High,Rice
Loamy,Cotton,7,High,Low,Sunflower
Chalky,Mustard,11,Low,Medium,Flaxseed
Loamy,Tomato,1,High,Medium,Sunflower
Clay,Tomato,18,High,High,Sesame
Sandy,Tomato,10,Low,High,Millets
Chalky,Barley,4,High,Medium,Oats
Sandy,Soybean,16,Medium,Low,Millets
Silty,Rice,18,Medium,High,Tomato
Peaty,Chickpea,20,Low,Medium,Soybean
Peaty,Chickpea,18,Low,High,Sesame
Sandy,Cotton,14,Low,Low,Mustard
Loamy,Tomato,7,High,High,Peas
Peaty,Sesame,18,High,Medium,Soybean
Chalky,Barley,16,Medium,High,Barley
Silty,Wheat,17,Low,Medium,Tomato
Chalky,Wheat,20,Low,Low,Flaxseed
Clay,Corn,8,High,Medium,Barley
Loamy,Mustard,11,Low,High,Peas
Clay,Chickpea,8,Medium,Medium,Millets
Peaty,Mustard,7,Low,Low,Soybean
Sandy,Sesame,7,High,Low,Mustard
Chalky,Lentils,9,High,Medium,Oats
Loamy,Mustard,3,High,Medium,Corn
Sandy,Soybean,15,High,Low,Cotton
Clay,Tomato,13,High,Low,Maize
Clay,Peas,9,High,Medium,Flaxseed
Chalky,Chickpea,4,Low,Low,Barley
Sandy,Tomato,16,Medium,Medium,Mustard
Peaty,Sunflower,17,Medium,Medium,Soybean
Chalky,Sugarcane,20,Low,High,Oats
Peaty,Wheat,12,Low,Medium,Sesame
Clay,Peas,11,High,Low,Grapes
Peaty,Barley,5,Low,Low,Lentils
Silty,Tomato,6,Low,High,Soybean
Chalky,Barley,7,High,High,Flaxseed
Sandy,Barley,5,Medium,Low,Mustard
Loamy,Maize,20,Medium,Low,Sunflower
Silty,Soybean,5,Medium,Medium,Rice
Peaty,Sesame,18,High,Medium,Lentils
Silty,Barley,10,Medium,Medium,Soybean
Peaty,Corn,9,Medium,Low,Lentils
Peaty,Corn,17,Medium,Medium,Sesame
Silty,Corn,14,High,Medium,Soybean
Peaty,Corn,6,Medium,Low,Sesame
Silty,Wheat,15,High,Low,Tomato
Sandy,Lentils,3,Medium,High,Mustard
Loamy,Mustard,13,High,Low,Corn
Clay,Lentils,12,High,High,Soybean
Peaty,Sugarcane,17,Low,Medium,Soybean
Silty,Lentils,18,Medium,Medium,Soybean
Loamy,Barley,20,Low,High,Peas
Clay,Flaxseed,15,High,Medium,Groundnut
Loamy,Barley,20,High,High,Corn
Silty,Sugarcane,3,Medium,High,Soybean
Loamy,Soybean,5,High,Medium,Corn
Peaty,Tomato,18,Medium,Medium,Soybean
Loamy,Flaxseed,7,Low,High,Corn
Clay,Corn,11,High,Low,Grapes
Loamy,Corn,18,High,Medium,Corn
Silty,Soybean,9,Low,Low,Tomato
Clay,Wheat,9,High,High,Brinjal
Silty,Mustard,9,High,High,Soybean
Clay,Sesame,15,Low,Medium,Tea
Chalky,Tomato,5,Medium,High,Barley
Loamy,Chickpea,7,Medium,High,Corn
Chalky,Sugarcane,19,High,High,Oats
Sandy,Soybean,5,Medium,Medium,Cotton
Peaty,Barley,19,Low,Low,Lentils
Loamy,Mustard,17,Low,Low,Peas
Clay,Sesame,20,Low,High,Flaxseed
Chalky,Sunflower,20,Medium,Low,Barley
Chalky,Flaxseed,2,Low,Low,Barley
Chalky,Soybean,20,Low,High,Oats
Silty,Lentils,3,Low,High,Soybean
Peaty,Mustard,5,Low,High,Soybean
Chalky,Mustard,19,Low,High,Barley
Chalky,Mustard,7,Low,Medium,Barley
Clay,Wheat,13,Medium,Low,Cotton
Chalky,Mustard,14,Low,Medium,Flaxseed
Peaty,Peas,5,High,High,Sesame
Chalky,Sesame,14,Low,Medium,Oats
Sandy,Mustard,2,Low,High,Millets
Loamy,Mustard,4,High,Medium,Corn
Silty,Sunflower,4,Medium,High,Soybean
Silty,Cotton,6,High,High,Rice
Silty,Barley,8,Low,High,Rice
Chalky,Flaxseed,19,High,Low,Barley
Peaty,Soybean,11,Medium,Medium,Sesame
Chalky,Mustard,17,Low,Medium,Flaxseed
Sandy,Sesame,9,Low,High,Mustard
Chalky,Peas,14,High,Medium,Flaxseed
Clay,Corn,10,High,High,Apple
Clay,Sesame,6,Medium,High,Millets
Chalky,Wheat,2,Low,High,Barley
Peaty,Mustard,1,High,High,Soybean
Peaty,Millets,8,Medium,Medium,Sesame
Chalky,Flaxseed,6,Medium,Low,Oats
Chalky,Soybean,18,Medium,Low,Oats
Silty,Chickpea,19,Medium,Low,Soybean
Clay,Chickpea,5,Medium,Low,Cabbage
Silty,Lentils,6,High,High,Soybean
Chalky,Barley,20,High,Low,Barley
Silty,Lentils,13,High,High,Rice
Sandy,Sunflower,17,Medium,Medium,Millets
Chalky,Sesame,3,High,High,Barley
Silty,Soybean,14,Low,High,Rice
Silty,Lentils,2,Low,Medium,Tomato
Sandy,Tomato,2,High,Low,Cotton
Sandy,Mustard,18,High,High,Millets
Chalky,Wheat,6,Medium,Low,Barley
Sandy,Corn,16,Low,High,Mustard
Peaty,Corn,20,Medium,High,Lentils
Sandy,Soybean,17,Medium,Low,Millets
Peaty,Barley,18,High,Low,Soybean
Loamy,Sugarcane,3,Medium,High,Sunflower
Silty,Chickpea,15,High,High,Soybean
Silty,Tomato,3,Low,High,Soybean
Sandy,Soybean,5,High,Low,Millets
Chalky,Corn,15,Low,High,Barley
Loamy,Chickpea,12,Low,Medium,Corn
Sandy,Sugarcane,12,Low,Medium,Mustard
Loamy,Mustard,20,Medium,Low,Corn
Peaty,Mustard,12,High,Low,Lentils
Chalky,Sesame,20,High,Medium,Oats
Chalky,Barley,13,High,Medium,Barley
Clay,Peas,6,Medium,High,Mustard
Silty,Soybean,8,Low,High,Tomato
Clay,Soybean,11,High,Medium,Pumpkin
Sandy,Corn,15,Medium,High,Millets
Silty,Corn,7,High,High,Tomato
Chalky,Tomato,1,Medium,Low,Flaxseed
Silty,Barley,4,Low,High,Tomato
Chalky,Sugarcane,1,Medium,Medium,Oats
Loamy,Chickpea,19,Low,High,Corn
Silty,Soybean,3,High,Low,Tomato
Chalky,Sunflower,1,Low,Low,Flaxseed
Clay,Corn,3,Low,Medium,Corn
Loamy,Barley,20,Medium,Low,Corn
Silty,Lentils,2,Low,Low,Rice
Peaty,Sesame,14,Low,High,Lentils
Silty,Flaxseed,20,Low,Low,Rice
Loamy,Soybean,16,High,Medium,Sunflower
Clay,Wheat,3,Low,Medium,Soybean
Clay,Corn,11,Medium,Medium,Banana
Sandy,Cotton,5,Medium,Low,Millets
Peaty,Tomato,17,Low,Medium,Soybean
Peaty,Sunflower,10,Low,Low,Soybean
Silty,Lentils,16,High,Low,Tomato
Loamy,Tomato,20,Medium,Low,Sunflower
Clay,Millets,13,Medium,High,Orange
Peaty,Soybean,11,High,Medium,Lentils
Sandy,Mustard,18,Medium,Low,Millets
Silty,Lentils,6,High,High,Rice
Peaty,Lentils,15,High,Medium,Soybean
Clay,Sesame,5,High,Low,Sesame
Sandy,Soybean,15,Medium,High,Cotton
Loamy,Barley,4,High,Low,Peas
Clay,Lentils,2,High,High,Banana
Loamy,Wheat,6,Medium,Low,Peas
Clay,Lentils,8,High,High,Barley
Sandy,Rice,13,Medium,High,Mustard
Peaty,Sunflower,3,Low,Low,Lentils
Loamy,Soybean,20,Medium,High,Corn
Silty,Mustard,10,Medium,Low,Soybean
Chalky,Wheat,12,Low,Medium,Barley
Peaty,Soybean,6,Medium,High,Lentils
Peaty,Sunflower,9,High,Medium,Soybean
Silty,Tomato,16,Low,Medium,Tomato
Silty,Millets,2,Low,High,Rice
Chalky,Flaxseed,4,High,Medium,Oats
Loamy,Sunflower,12,Low,Low,Peas
Sandy,Mustard,5,Medium,Medium,Cotton
Loamy,Barley,20,Low,Low,Corn
Silty,Soybean,7,Medium,Low,Soybean
Clay,Corn,4,Low,High,Grapes
Peaty,Corn,2,Low,Medium,Soybean
Sandy,Tomato,13,High,Low,Cotton
Loamy,Lentils,14,High,Medium,Peas
Silty,Soybean,17,Low,Medium,Soybean
Sandy,Millets,18,Medium,Medium,Mustard
Chalky,Sunflower,4,Medium,Medium,Flaxseed
Loamy,Lentils,1,Low,Low,Peas
Chalky,Millets,19,High,Medium,Oats
Clay,Corn,11,High,Low,Grapes
Chalky,Soybean,20,Low,Low,Flaxseed
Loamy,Mustard,6,High,Low,Sunflower
Silty,Lentils,15,Medium,Low,Soybean
Clay,Peas,3,Medium,Medium,Banana
Silty,Tomato,14,Medium,High,Tomato
Silty,Peas,19,Low,Medium,Rice
Sandy,Mustard,11,Low,High,Mustard
Peaty,Peas,9,High,High,Soybean
Silty,Barley,11,High,Medium,Soybean
Clay,Soybean,10,Medium,Low,Onion
Sandy,Chickpea,5,High,High,Millets
Peaty,Mustard,6,Medium,Low,Soybean
Loamy,Tomato,12,Medium,Medium,Corn
Clay,Mustard,3,High,High,Oats
Loamy,Lentils,6,Medium,Medium,Sunflower
Clay,Tomato,17,High,Low,Brinjal
Chalky,Mustard,16,Medium,Low,Oats
Peaty,Sesame,7,Low,Medium,Lentils
Clay,Barley,14,High,High,Flaxseed
Chalky,Wheat,10,High,Low,Flaxseed
Peaty,Soybean,18,Medium,Medium,Lentils
Chalky,Lentils,17,High,High,Flaxseed
Clay,Sunflower,18,High,High,Sugarcane
Peaty,Chickpea,1,Medium,Medium,Sesame
Chalky,Lentils,17,Low,High,Flaxseed
Sandy,Sesame,9,High,Low,Mustard
Clay,Chickpea,9,Low,Medium,Oats
Peaty,Peas,9,Low,Medium,Lentils
Chalky,Lentils,20,High,High,Oats
Chalky,Lentils,20,Low,High,Barley
Silty,Wheat,10,Low,Low,Soybean
Silty,Lentils,8,High,Medium,Rice
Chalky,Millets,14,High,Medium,Flaxseed
Sandy,Sunflower,16,Medium,High,Millets
Silty,Cotton,11,Low,Medium,Rice
Silty,Sugarcane,8,Medium,Medium,Rice
Loamy,Tomato,3,High,Medium,Corn
Clay,Mustard,6,Low,Low,Apple
Loamy,Soybean,4,High,High,Peas
Sandy,Sesame,12,High,High,Cotton
Loamy,Sugarcane,2,High,Low,Corn
Chalky,Millets,15,Medium,Low,Barley
Chalky,Sunflower,10,Low,Low,Barley
Loamy,Peas,3,High,High,Peas
Silty,Corn,17,Medium,Medium,Tomato
Sandy,Lentils,10,Low,High,Mustard
Sandy,Barley,19,Low,Low,Mustard
Peaty,Wheat,7,Medium,High,Lentils
Sandy,Barley,17,High,Low,Cotton
Sandy,Tomato,18,Low,Low,Cotton
Loamy,Mustard,2,Low,Medium,Peas
Peaty,Chickpea,2,High,Low,Sesame
Clay,Lentils,5,High,Low,Brinjal
Loamy,Mustard,5,High,High,Sunflower
Loamy,Mustard,11,High,High,Sunflower
Clay,Chickpea,3,High,Medium,Spinach
Sandy,Soybean,20,Low,Low,Cotton
Loamy,Tomato,19,Medium,Medium,Peas
Silty,Corn,8,High,Low,Rice
Silty,Corn,10,High,Medium,Soybean
Loamy,Lentils,15,High,Medium,Sunflower
Peaty,Sesame,16,Low,Medium,Sesame
Loamy,Flaxseed,13,High,Medium,Corn
Chalky,Chickpea,15,High,Medium,Flaxseed
Clay,Soybean,19,Medium,Low,Cabbage
Peaty,Corn,6,Medium,Low,Soybean
Silty,Flaxseed,17,High,Low,Rice
Silty,Chickpea,14,Medium,Low,Tomato
Sandy,Mustard,19,High,Medium,Millets
Silty,Soybean,6,Low,Medium,Soybean
Loamy,Flaxseed,13,High,Low,Peas
Silty,Sugarcane,12,High,High,Soybean
Clay,Corn,6,Medium,Low,Onion
Sandy,Sugarcane,8,High,Medium,Millets
Loamy,Barley,18,Low,Low,Sunflower
Silty,Sesame,19,Medium,Medium,Soybean
Silty,Corn,13,Medium,High,Tomato
Silty,Wheat,3,High,High,Tomato
Chalky,Barley,2,High,High,Flaxseed
Peaty,Mustard,6,Low,Low,Soybean
Sandy,Corn,18,High,Medium,Millets
Loamy,Sesame,12,Low,High,Corn
Peaty,Barley,6,High,Low,Soybean
Peaty,Chickpea,18,Medium,High,Lentils
Loamy,Maize,11,Medium,Low,Corn
Sandy,Soybean,2,High,Medium,Mustard
Peaty,Tomato,2,High,Low,Sesame
Loamy,Lentils,11,Medium,Medium,Corn
Sandy,Soybean,20,Medium,High,Millets
Chalky,Tomato,14,Medium,Low,Flaxseed
Peaty,Corn,2,High,High,Sesame
Loamy,Barley,15,Medium,Medium,Peas
Sandy,Sugarcane,7,Medium,Medium,Cotton
Silty,Mustard,14,Medium,Low,Soybean
Loamy,Sunflower,4,Medium,Low,Corn
Silty,Soybean,19,Low,High,Tomato
Chalky,Chickpea,12,High,Medium,Flaxseed
Sandy,Sugarcane,5,Medium,High,Millets
Loamy,Mustard,16,Medium,High,Peas
Peaty,Mustard,9,Low,High,Sesame
Peaty,Soybean,16,Medium,Low,Soybean
Loamy,Sunflower,20,High,High,Corn
Silty,Mustard,12,High,Low,Tomato
Silty,Corn,19,High,High,Tomato
Clay,Sugarcane,15,Low,High,Rice
Peaty,Lentils,2,High,High,Soybean
Chalky,Mustard,17,High,High,Oats
Chalky,Soybean,2,Low,High,Barley
Chalky,Corn,8,Medium,High,Barley
Chalky,Chickpea,8,Low,High,Flaxseed
Chalky,Wheat,18,Medium,High,Oats
Clay,Barley,4,High,High,Grapes
Chalky,Chickpea,13,High,High,Flaxseed
Clay,Mustard,14,High,Low,Onion
Sandy,Sesame,6,Medium,Low,Cotton
Sandy,Sesame,11,Medium,Medium,Cotton
Silty,Lentils,17,High,Medium,Tomato
Chalky,Sesame,14,Medium,Low,Barley
Clay,Soybean,4,Medium,High,Sunflower
Loamy,Barley,2,Medium,High,Peas
Chalky,Millets,15,High,Low,Barley
Chalky,Sesame,16,Low,Low,Oats
Clay,Corn,2,Low,Low,Sunflower
Loamy,Sunflower,1,Medium,Low,Corn
Peaty,Peas,13,High,Low,Lentils
Sandy,Soybean,10,Low,Low,Mustard
Loamy,Tomato,8,Medium,High,Peas
Chalky,Wheat,1,Medium,Medium,Oats
Peaty,Sunflower,11,Low,High,Soybean
Clay,Sugarcane,8,High,High,Barley
Clay,Cotton,20,Medium,High,Peas
Sandy,Lentils,3,Low,Low,Mustard
Sandy,Wheat,6,High,High,Mustard
Clay,Corn,17,Medium,High,Cabbage
Chalky,Sugarcane,6,High,Low,Oats
Peaty,Cotton,3,Medium,Low,Sesame
Loamy,Sugarcane,10,Low,Medium,Corn
Clay,Mustard,13,Low,High,Mustard
Silty,Sugarcane,1,Low,Low,Rice
Loamy,Lentils,15,High,Medium,Peas
Sandy,Sunflower,11,Low,High,Millets
Chalky,Mustard,6,Medium,High,Flaxseed
Sandy,Lentils,4,High,Low,Millets
Loamy,Maize,9,High,Medium,Sunflower
Sandy,Sesame,1,High,Low,Cotton
Silty,Wheat,7,Medium,High,Rice
Silty,Lentils,15,Medium,Low,Rice
Chalky,Cotton,8,Low,Low,Barley
Loamy,Soybean,2,High,Medium,Corn
Silty,Tomato,15,Medium,Medium,Tomato
Peaty,Barley,14,Low,High,Lentils
Clay,Sesame,6,Low,High,Oats
Peaty,Corn,10,High,Medium,Lentils
Sandy,Peas,16,High,Low,Cotton
Silty,Tomato,11,Medium,High,Tomato
Peaty,Chickpea,20,High,Low,Lentils
